id,title,abstract
LAITSOU2025102868,Pacing the digital decade: Digital evolution and its impact on human well-being,"this study investigates the relationship between human well-being and digital development, concentrating on the case study of the eu-27 countries between 2018 and 2021. the investigation makes use of the hdi, a statistic developed by the united nations to measure human well-being, and the desi, which evaluates europes digital performance. the main goal of this research is to establish the relationship between a nations desi and hdi values and to investigate potential country classifications based on these indicators over the study period. additionally, it evaluates how the covid-19 pandemic has affected these indicators. the results deepen our understanding of the dynamic interaction between human well-being and digital development. moreover, this study proposes a set of policies and strategies that can serve as valuable tools for policymakers and researchers."
KALELIOGLU2015200,A new way of teaching programming skills to K-12 students: Code.org,"this study attempts to investigate the effect of teaching code.org site on reflective thinking skills towards problem solving. more specifically, this study attempts to investigate whether there is a gender difference in terms of students reflective thinking skills towards problem solving. this triangulation study was conducted with 32 primary school students. the quantitative part of the study was conducted in pre-testpost-test comparison design of quasi-experimental design. the scores of reflective problem solving skills were gathered through the reflective thinking skill scale towards problem solving and the students performances in the code-org site were examined. in the qualitative part of the research, after the five-week experimental process, focus group interviews were conducted with ten students and a reflection paper from the it teacher was analysed. according to the t-test results, teaching programming to primary school students in the code.org site did not cause any differences in reflective thinking skills towards problem solving. however, there is a slight increment in the means of female students reflective thinking skills towards problem solving over the males reflective thinking skills towards problem solving. on the other hand, qualitative data provided more information about the students experiences. students developed a positive attitude towards programming, and female students showed that they were as successful as their male counterparts, and that programming could be part of their future plans."
KATONA2025100392,Integrating AI-based adaptive learning into the flipped classroom model to enhance engagement and learning outcomes,"this study explores the integration of the ai-powered adaptive learning system within the flipped classroom model and discusses programming education. the increasing demand for the acquisition of programming skills in the digital era generates the development of innovative pedagogical approaches to help students overcome the difficulties in mastering programming concepts. the study investigates how ai-based adaptive feedback influences student engagement, motivation, and learning outcomes. this study was conducted for 13 weeks, with two groups of undergraduate students. in one of the groups, tshe traditional flipped classroom model was applied, while in the other group, ai-driven adaptive learning tools were introduced. in this research methodology, a mixed-methods approach was adopted, integrating quantitative analyses with qualitative data. these showed that the experimental group demonstrated significant improvements in learning results and motivation, thereby realiszing the value of real-time, personalized feedback provided through the ai system. the qualitative findings revealed that with the ai system, there was an increase in student autonomy; thus, there is increased responsibility among students to collaborate in in-class participation, which helps enhance a more dynamic and cooperative learning environment. on the whole, these findings reveal important implications of the integration of ai into flipped classrooms, while at the same time, they reveal how to make the modernization of programming education achieve a better overall experience in student learning."
ASARE2022100433,"Depression onset and its association with community HIV prevalence: A geospatial and panel analyses of nationally representative South African data, 2015–2017","the scaling up of antiretroviral therapy services over the past decades has led to a remarkable reduction in hiv infections and hiv-related deaths in south africa (sa). while this is a step in the right direction, it brings a new public health challenge into focus, namely psychological challenges associated with such chronic and often stigmatising condition in sa, home to the largest hiv epidemic. given the current lack of national-level evidence, we investigated the role of the hiv epidemic on depression onset in sa using nationally representative panel data from the south african national income dynamics study (sa-nids). our incident cohort consisted of 13,020 sampled adult participants who were depression-free in wave 4 (baseline year of 2015). we then measured the risk of depression onset in wave 5 (year 2017) based on the level of hiv prevalence in the community where study participants resided at baseline. a high-resolution map of hiv spatial heterogeneity (i.e., community hiv prevalence) was generated using ordinary kriging mapping methods from a separate nationally representative data source that corresponded to the investigation period. geospatial analyses were conducted to identify the spatial structure of hiv and depression onset, and generalised estimating equations (gee) regression models were fitted to determine the risk of depression onset over time based on community hiv prevalence. our geospatial analyses indicated that hiv and depression onset prevalence spatially overlapped in the eastern part of the country, particularly in gauteng, kwazulu-natal, mpumalanga, and free state province. the gee regression analyses indicated that individual residency in a community with high hiv prevalence was significantly associated with a higher risk of depression than a low hiv prevalence community (adjusted odds ratio 1.45, 95 ci1.12-1.48). for the first time, we identified a geospatial overlap between hiv and depression, with a greater risk of depression onset in high hiv prevalence communities, at a national scale in sa. there is a need for place-based policy interventions that prioritise the availability of and access to mental health services in high hiv prevalent sa communities, in an ageing hiv epidemic."
GONG2024101641,Remixing between imitation and originality: Exploring creative behaviors in scratch projects,"remixing is a balance between imitation and originality, which gets a lot of attention as an important source of creative behaviors. exploring the relationship between the scratch project and its remix would provide a new perspective for understanding users creative behaviors. to this end, this study used 20 projects and their 957 remixes as samples to analyze creative behavior in scratch through quantitative statistics and correlation analysis. three research questions are addressed: (1) what creative levels are there among the remixes (2) what relationships are there between the project and its remixes and (3) what creative trends are there indicated in the remixes the main results are concluded as follows. first, four creative levels of remixes based on the solo taxonomy are found, including feature change, appearance change, element creation, and structure creation. feature change has the highest sum of remixes, which indicates that most remixes are at a low creative level. second, the internal characteristics of projects are related to the lower creative level of remix, while the external characteristics are attached to the higher creative level of remix. finally, the two-level, three-level, and four-level iteration chain of remixes are found, in which remixes with high creativity is more likely to inspire remixes with lower or equal creativity. based on these results, suggestions for further research and improvement are discussed. this study has important implications for understanding the creative level of remix among users in programming community and guiding users to make valuable remixes."
DIMAKIS2025273,"Static, spherically symmetric solutions in f(Q)-gravity and in nonmetricity scalar-tensor theory","we solve the gravitational field equations for a static, spherically symmetric spacetime within the framework of the symmetric teleparallel theory of gravity. specifically, we derive new solutions within the context of power-law f(q) gravity and the nonmetricity scalar-tensor theory. for the connection in the non-coincidence gauge, we present the point-like lagrangian that describes the employed field equations. furthermore, we construct two conservation laws, and for different values of these conserved quantities, we analytically solve the gravitational field equations. new solutions are obtained, we investigate their physical properties and their general relativistic limit. finally, we discuss the algebraic properties for the derived spacetimes."
ENRIQUEZENRIQUEZ2022104,Emergency learning during the COVID-19 pandemic: experiences and reflections from a virtual community of practice,"purpose this study aims to reflect on the effects of the covid-19 pandemic on education and draw some tentative assumptions from the information and experiences gathered from participants in this community about their possible impact on the future of education. designmethodologyapproach this study uses a single-case descriptive case study that analyses some indicators of changes in teaching and learning that have taken place to date in the pandemic period as seen from docentes en lnea, a virtual community of practice of the universidad nacional de la plata, argentina. findings a number of shortcomings in the educational system, technological infrastructure and teacher formation in many of our members countries. concurrently, rising interest in the use of information and communication technology (ict) in education and a new awareness of possible changes. research limitationsimplications part of the data comes from informal sources; therefore, they cannot be completely systematised or quantified. besides, the results are provisional because the pandemic has not ended. originalityvalue this analysis was conducted on the basis of first-hand data collected in the activity developed by the members of this virtual community of practice. there is little research on this type of activity at the moment."
GASEVIC2022107304,Towards strengthening links between learning analytics and assessment: Challenges and potentials of a promising new bond,"learning analytics uses large amounts of data about learner interactions in digital learning environments to understand and enhance learning. although measurement is a central dimension of learning analytics, there has thus far been little research that examines links between learning analytics and assessment. this special issue of computers in human behavior highlights 11 studies that explore how links between learning analytics and assessment can be strengthened. the contributions of these studies can be broadly grouped into three categories: analytics for assessment (learning analytic approaches as forms of assessment); analytics of assessment (applications of learning analytics to answer questions about assessment practices); and validity of measurement (conceptualization of and practical approaches to assuring validity in measurement in learning analytics). the findings of these studies highlight pressing scientific and practical challenges and opportunities in the connections between learning analytics and assessment that will require interdisciplinary teams to address: task design, analysis of learning progressions, trustworthiness, and fairness to unlock the full potential of the links between learning analytics and assessment."
MIKOLAJCZYK2018172,Selection of machining parameters with Android application made using MIT App Inventor bookmarks,"undoubtedly mobile devices are gaining more and more popularity. however, the breakthrough in mobile applications is yet to be followed by a breakthrough in manufacturing industry. the paper presents a new methodology for application development on the android platform in mit app inventor bookmarks. the research method consists in an algorithm and application design. also it was presented an example of an elaborate program speedcalc for the lathe spindle speed selection for the determined value of cutting speed in relation to the diameter of the work piece. the program can be used with a mobile phone or tablet."
NACHEGA2023e185,Advancing detection and response capacities for emerging and re-emerging pathogens in Africa,"summary recurrent disease outbreaks caused by a range of emerging and resurging pathogens over the past decade reveal major gaps in public health preparedness, detection, and response systems in africa. underlying causes of recurrent disease outbreaks include inadequacies in the detection of new infectious disease outbreaks in the community, in rapid pathogen identification, and in proactive surveillance systems. in sub-saharan africa, where 70 of zoonotic outbreaks occur, there remains the perennial risk of outbreaks of new or re-emerging pathogens for which no vaccines or treatments are available. as the ebola virus disease, covid-19, and mpox (formerly known as monkeypox) outbreaks highlight, a major paradigm shift is required to establish an effective infrastructure and common frameworks for preparedness and to prompt national and regional public health responses to mitigate the effects of future pandemics in africa."
PIMDEE2024e29172,Enhancing Thai student-teacher problem-solving skills and academic achievement through a blended problem-based learning approach in online flipped classrooms,"the study aimed to develop a learning model that enhances thai student-teacher problem-solving skills (pss) and academic achievement (aa) through a blended problem-based learning (pbl) approach in online flipped classrooms. phase 1 consisted of the design of the flipped parser (problem-attempt-research-solutions-evaluation-reflect) model (fpm) through the study of documentation and research. phase 2 involved using nine experts to assist with the models development and evaluation using in-depth interviews and content analysis. phase 3 involved the application and use of the fpm by 30 student-teachers, from which their aa, pss, and satisfaction were evaluated against the control group of 31 participants. the results from the nine experts input on the fpm design were significant. instructor activities included selecting content, media, materials, and their design and development. other components included learning activities, tools, lesson delivery, and evaluation. also, pbl methods were again confirmed as an instrumental pedagogy in teaching pss. when combined with online learning and flipped classrooms, the studys results were higher than those using traditional classroom methods. the study contributes to the literature by determining that online teaching models effectively teach pss and raise aa scores."
HOFSTETTER2020100007,Sustainable ICT equals not ICT for sustainability,"in this opinion paper we promote the idea of an open dialogue to take place from within the sustainable futures journal that will offer the opportunity to a wide range of actors and stakeholders to present their ideas, concerns and worries on a variety of issues relevant and related to aspects of sustainability. such an open-ended approach will help overcome opposing dynamics that currently cater for polarization and as a result to the segregation within the scientific community and the society at large. on the positive side, there is a wide spectrum of ambitious, game-changing and disruptive initiatives that can be taken from academia, from the industry, from the activists movements and the citizens at large, which will aim to increase our freedoms and not reduce them."
GOOD201778,"Programming language, natural language? Supporting the diverse computational activities of novice programmers","given the current focus on teaching computational concepts to all from an early age, combined with the growing trend to empower end users to become producers of technology rather than mere consumers, we consider the issue of computational notation. specifically, where the goal is to help individuals develop their understanding of computation andor use computation in real world settings, we question whether natural language might be a preferred notation to traditional programming languages, given its familiarity and ubiquity. we describe three empirical studies investigating the use of natural language for computation in which we found that although natural language provides support for understanding computational concepts, it introduces additional difficulties when used for coding. we distilled our findings into a set of design guidelines for novice programming environments which consider the ways in which different notations, including natural language, can best support the various activities that comprise programming. these guidelines were embodied in flip, a bi-modal programming language used in conjunction with the electron toolset, which allows young people to create their own commercial quality, narrative based role- playing games. two empirical studies on the use of flip in three different real world contexts considered the extent to which the design guidelines support ease of use and an understanding of computation. the guidelines have potential to be of use both in analysing the use of natural language in existing novice programming environments, and in the design of new ones."
LEONE2021103650,Advanced modelling and digital manufacturing: Parametric design tools for the optimization of UHPFRC (ultra high-performance Fiber reinforced concrete) shading panels,"the industry 4.0 production scenarios are determining a paradigm shift in the design of building components. the growing trend of orienting technological innovation in the building sector towards the eco-efficiency of industrial manufacturing processes increasingly requires to identify methods and tools able to support the designmanufacturingconstruction process as a whole. in this sense, the intellectual and operational dimension of design is discovering a new digital and data-driven technological paradigm. digital tools are pushing the investigation of the building component manufacturing process into an increasingly virtual dimension, in which the constant integration between environmental and materialgeometric parameters identifies the meta-design phase as the ideal place to experiment the creative use of data and technical knowledge. starting from these assumptions, the paper illustrates an original design methodology and the related digitalparametric workflow aimed at optimizing performances and production of a faade shading system realized in uhpfrc (ultra high-performance fiber reinforced concrete). the workflow described in this paper includes all the constraints arising from production and the assembly aspects of the components and, with the support of genetic algorithms, aims to improve indoor thermal comfort and indoor daylight performance while containing costs."
HORVATH2024593,"AI for conceptual architecture: Reflections on designing with text-to-text, text-to-image, and image-to-image generators","in this paper we present a research-through-design study where we employed text-to-text, text-to-image, and image-to-image generative tools for a conceptual architecture project for the evolo skyscraper competition. we trained these algorithms on a dataset that we collected and curated, consisting of texts about and images of architecture. we describe our design process, present the final proposal, reflect on the usefulness of such tools for early-stage design, and discuss implications for future research and practice. by analysing the results from training the text-to-text generators we could establish a specific design brief that informed the final concept. the results from the image-to-image generator gave an overview of the shape grammars of previous submissions. all results were intriguing and can assist creativity and in this way, the tools were useful for gaining insight into historical architectural data, helped shape a specific design brief, and provoked new ideas. by reflecting on our design process, we argue that the use of language when employing such tools takes a new role and that three layers of language intertwined in our work: architectural discourse, programming languages, and annotations. we present a map that unfolds how these layers came together as a contribution to making machine learning more explainable for creatives."
GENNARI2023103006,Design for social digital well-being with young generations: Engage them and make them reflect,"digital well-being traditionally means limiting the effects on individuals of technology abuses. however, in a broader perspective, it can be crucial to consider the pervasiveness of technology, and the effect it can have not only on individuals but also on their peers in the context of diverse everyday-life situations. within this view, which emphasises the social side of digital well-being, the paper argues the need of educating young generations to participate in the making of technology for a social goal and have a reflective attitude towards technology and its impact on society. it, therefore, presents a design toolkit as a means to (i) engage young generations to become active in design for social digital well-being and, thanks to the exposure to how technology works, (ii) reflect deeply on the pros and cons of technology in use in their everyday life. by presenting the results of a study with 24 high-school pupils and their teachers, the paper discusses how a phygital toolkit, which structures the design process, engages them in the rapid prototyping of their own smart things, and how it acts as a proxy for soliciting their own reflections around technology and social digital well-being."
WERNLI2023102096,Fostering interdisciplinary collaboration in computational diplomacy: A multi-layered network approach to improve our understanding of institutional complexity and effective governance design,"while the study of global governance is moving from a focus on component-dominated to interaction-dominated systems, the present paper reviews development in governance theories from a complexity perspective and discuss how governance systems can be represented in terms of multi-layered networks. such representation is useful to foster interdisciplinary collaborations between researchers working in global governanceinternational relations and data sciencecomputational science. the combination of a data-driven approach with computational modelling paves the way to both contribute to a more fundamental understanding of how multilateral governance systems work and to address some important contemporary questions about institutional complexity and the effectiveness of governance design."
ZHAO2025101780,Developing an innovative design model for Xinjiang brocades based on design thinking,"the xinjiang brocade as a significant cultural textile records the historical and cultural information. public awareness of this cultural heritage often involves related product development efforts. however, the current development of xinjiang brocades faces challenges, including insufficient refinement of design elements and a lack of sustainable innovation methods. to address these issues, this study proposed a xinjiang brocade innovative design model by applying design thinking (dt). the dt process for the xinjiang brocade innovative design model was first constructed in terms of applying action design research (adr). in addition, primary issues of xinjiang brocade innovative design were identified by applying empathize map and delphi method. the prototype for xinjiang brocade innovative design was then obtained through brainstorming, adobe experience design, and so on. moreover, the application of this xinjiang brocade innovative design model was conducted with developing a xinjiang brocade innovative design system, and it was validated. the results show the effectiveness of the xinjiang brocade innovative design model, which not only organizes the knowledge and product information of existing xinjiang brocades but also facilitates innovative customization, thereby enhancing user satisfaction."
HOYO202285,Bringing Automatics and Robotics closer to pre-university students,"this article describes the experience of the automatic control, robotics and mecha-tronics research group from the university of almera in the participation and preparation of workshops for teaching programming, control engineering and robotics to young students. all the activities designed to encourage the study of stem careers among young students are described. some activities are focused on directly promoting automatics and robotics disciplines. others deal with encouraging the participation of women in science, and so, breaking gender inequality. two main workshops, where first- and second-year students collaborate directly with the university of almera, are also described in detail. finally, this paper shows the growth in the number of students who enrolled in engineering degrees thanks to these dissemination activities."
LIU2024101627,Geospatial Analytics Extension for KNIME,"the geospatial analytics extension for knime (gaek) is an innovative tool designed to integrate visual programming with geospatial analytics, streamlining gis education and research in social sciences. gaek simplifies access for users with an intuitive, visual interface for complex spatial analysis tasks and contributes to the organization of the gis knowledge tree through its geospatial analytics nodes. this paper discusses gaeks architecture, functionalities, and its transformative impact on gis applications. while gaek significantly enhances user experience and research reproducibility, future updates aim to expand its functionality and optimize its bundled environment."
MANCA2021104025,"“Think globally, act locally”: A glocal approach to the development of social media literacy","despite the documented number of studies that investigate social media in teaching and learning settings, the topic of social media literacy is still an under-researched area. this study adopts the theoretical lens of new literacy studies to suggest a combined perspective for investigating social media literacies. this perspective considers both social media skills that are transversal across different social media (global skills), and those that pertain to a specific social media platform (local skills). it examines practices that are decontextualized (literacy as something to be acquired), and those that are situated and context-dependent (literacy through participation). to map current research on social media skills, a systematic literature review was conducted. analysis of 54 publications was carried out following the unesco dlgf framework for digital literacy competencies, and also using a critical lens based on four metaphors whereby, for learning purposes, social media are seen as a tool, as a process, as collaboration, and as participation. the results show that most of the studies consider global social media skills, while only a few examine skills sets specific to a particular social media platform. in addition, most of the identified skills concern decontextualized practices, with very few studies emphasizing the importance of fostering situated social media practices. we conclude that there is a need for more expansive theoretical elaboration in the field, and provide a number of recommendations for investigating, understanding, and designing educational curricula and activities that support the development of social media literacy."
PURZER202336,Engineering education,"engineering entered into pre-college education with a heightened position in the early years of the 21st century. this integration took place in diverse ways and with a diverse range of motivation. this article articulates this diversity and argues for a careful examination of pre-college curriculum and practices in engineering. in particular, an understanding on the engineering philosophy and practices of the engineering profession must guide curriculum decisions to enable authentic and engaging learning and inclusive education."
CAO2023140,A data and knowledge-jointly driven multimodal intelligent system for enterprise culture assessment,"based on the rapid development of internet new generation information technology, campus culture has become an important force to promote educational innovation. however, the uneven quality of campus culture teaching is also increasingly exposed. therefore, we propose a set of campus culture intelligent quality assessment feedback system driven by data and knowledge. based on real multi-modal campus culture data, the evaluation system covers different online teaching forms, and can comprehensively consider and measure the core elements of quality evaluation from the perspective of teachers and students, so as to achieve accurate evaluation and feedback of campus culture. this paper proposes to combine emotion computing with big data analysis, construct a theoretical framework of multi-modal emotion analysis from the perspective of multi-spatial fusion, and explore the students learning emotion recognition and intelligent assessment based on multi-modal data fusion. by studying the key issues, logical path and implementation path of multimodal learning emotion analysis in campus culture, this paper reveals the mechanism of student emotion development from the perspective of campus culture, expands the intervention practice of student group emotion, and provides technical support and action guidance for after-school teaching and research on campus culture."
KORTE2024100164,Enhancing artificial intelligence literacy through cross-cultural online workshops,"this article presents the results of a study conducted in collaboration with two universities one in lapland (finland) and the other in hong kong (china) during the development of an international university course on global media education. the objective of the study was to examine international students changing conceptual understanding of artificial intelligence (ai) literacy as part of the course. the need for this study arose from the recent rapid spread of ai across industries, which has connected human learning to machine learning. this requires competence in ai to contribute to future society. five hours of online lectures on ai literacy were delivered during two workshops to students (n 29) from 13 countries with no or limited prior knowledge of the subject in 2021 and 2022. the participants filled out pre- and post-workshop quantitative questionnaires and wrote diaries about their learning process, the development of their understanding of ai-literacy concepts, and their thoughts on the pedagogical approaches used. the quantitative data were analysed using a paired-samples t-test, while the qualitative data were examined using thematic-content analysis. the findings show that the students knowledge of ai and their awareness of the importance of ai literacy and media education increased significantly. further research is needed so that a more appropriate curriculum can be designed for them. we outline some key activities that offer interactive and participatory ways to learn ai in order to assist educators in planning and delivering ai-literacy courses as part of cross-cultural media education."
SHEEHAN2019103601,Parent-child interaction and children's learning from a coding application,"research suggests that children can learn educational concepts from well-designed applications (apps), including foundational science, technology, engineering, and math (stem) concepts. parents may be important for promoting childrens stem learning from touchscreen apps, as parents can help their children learn from other media. however, little research has explored how parents and children use coding apps together for learning, and whether specific parent-child interactions in these contexts promote childrens learning from apps. therefore, we observed 31 parents and their 4.5- to 5.0-year old children playing a coding app together and coded for spatial talk, question-asking, task-relevant talk, and responsiveness. results show that parents and children engaged in high-quality interactions during coding app play, with parents and children exhibiting high responsiveness and task-relevant talk, and parents exhibiting a higher proportion of question-asking and spatial talk compared to their children. importantly, linear regression analyses show that the dyads ability to stay on task during the coding task predicts childrens learning of coding, while question-asking was a negative predictor of childrens learning. these results suggest that coding apps may be a rich context for stem learning, and that specific parent-child interactions can scaffold their childrens learning from stem apps."
PHIPPEN2025125,Digital Literacy,"digital literacy is a crucial skill set in the contemporary era, encompassing technical proficiency, information and media literacy, data literacy, and more. there are further disciplines that are incorporated into the broad concept of digital literacy, including cybersecurity, online safety, and responsible communication. the importance of critical thinking in digital contexts and the emerging field of digital wellbeing are addressed. there are challenges in achieving digital literacy including the lack of common frameworks and diverse barriers such as access to technology, affordability, and cultural differences. ultimately digital literacy is something that requires the input of various stakeholders, including educators, governments, technology providers, and community organizations. there is a clear need for a collaborative, multi-pronged approach to address these challenges and the need for common agreement on what digital literacy is."
UERZ201812,Teacher educators' competences in fostering student teachers’ proficiency in teaching and learning with technology: An overview of relevant research literature,"teacher educators play an important role in preparing student teachers to integrate technology into their classrooms. this article presents an overview of research literature on teacher educators competences in preparing their students to teach with technology. a literature search yielded 26 relevant research articles. four domains of competence were identified: technology competences, competences for pedagogical and educational technology use, beliefs about teaching and learning and competences in professional learning. the literature focuses on teacher educators competences in using technology for teaching. research on the competences that teacher educators need and have as second-order teachers is lacking. recommendations for future research are discussed."
CANNADY2019101802,Scientific sensemaking supports science content learning across disciplines and instructional contexts,"science consists of a body of knowledge and a set of processes by which the knowledge is produced. although these have traditionally been treated separately in science instruction, there has been a shift to an integration of knowledge and processes, or set of practices, in how science should be taught and assessed. we explore whether a general overall mastery of the processes drives learning in new science content areas and if this overall mastery can be improved through engaged science learning. through a review of literature, the paper conceptualizes this general process mastery as scientific sensemaking, defines the sub-dimensions, and presents a new measure of the construct centered in scenarios of general interest to young adolescents. using a dataset involving over 2500 6th and 8th grade students, the paper shows that scientific sensemaking scores can predict content learning gains and that this relationship is consistent across student characteristics, content of instruction, and classroom environment. further, students who are behaviorally and cognitively engaged during science classroom activities show greater growth in scientific sensemaking, showing a reciprocal relationship between sensemaking ability and effective science instruction. findings from this work support early instruction on sensemaking activities to better position students to learn new scientific content."
BACK202423,Accelerated chemical science with AI,"in light of the pressing need for practical materials and molecular solutions to renewable energy and health problems, to name just two examples, one wonders how to accelerate research and development in the chemical sciences, so as to address the time it takes to bring materials from initial discovery to commercialization. artificial intelligence (ai)-based techniques, in particular, are having a transformative and accelerating impact on many if not most, technological domains. to shed light on these questions, the authors and participants gathered in person for the aslla symposium on the theme of accelerated chemical science with ai at gangneung, republic of korea. we present the findings, ideas, comments, and often contentious opinions expressed during four panel discussions related to the respective general topics: data, new applications, machine learning algorithms, and education. all discussions were recorded, transcribed into text using open ais whisper, and summarized using lg ai researchs exaone llm, followed by revision by all authors. for the broader benefit of current researchers, educators in higher education, and academic bodies such as associations, publishers, librarians, and companies, we provide chemistry-specific recommendations and summarize the resulting conclusions."
ERIKSSON20189,Makerspace in school—Considerations from a large-scale national testbed,"digital fabrication and making has received a growing interest in formal and informal learning environments. however, many of these initiatives often start from a grassroots perspective, with little coordination on a national level. this paper illustrates and discusses a study from an ongoing large-scale national testbed in sweden named makerspace in schools (makerskola). the project embodies a series of considerations that arise when a maker approach is applied to a geographically widespread national education context. the results of this study are based on an analysis of the extensive project documentation and first-hand experiences from initiating and running a large-scale national testbed in sweden, involving more than 30 formal actors and more than one thousand active partners in a national educational setting. the main contribution of this paper is the identification and discussion of five different considerations that have emerged during the project, and include procurement practices, the teacher and leader perspective, informing national policy making, creating equal opportunities, and progression in digital fabrication."
HOOSHYAR2022116670,GameDKT: Deep knowledge tracing in educational games,"despite the multiple deep knowledge tracing (dkt) methods developed for intelligent tutoring systems and online learning environments, there exists only a few applications of such methods in educational computer games. one key challenge is that a player may deploy several interweaved and overlapped skills during gameplay, making the assessment task nontrivial. in this research, we present a generalizable dkt approach called gamedkt that integrates state-of-the-art machine learning with domain knowledge to model the learners knowledge state during gameplay, in an attempt to monitor and trace their proficiency level for the different skills required for educational games. our findings reveal that gamedkt approach could successfully predict the performance of players in the coming game task using the cross-validated cnn model with accuracy and auc of roughly 85 and 0.913, respectively, thus outperforming the mlp baseline model by up to 14. when the performance of players is forecasted for up to four game tasks in advance, results show that the cnn model can achieve more than 70 accuracy. interestingly, this model seems to be better and faster at identifying local patterns and it could achieve a higher performance compared to rnn and lstm in both one-step and multi-step prediction of learners performance in game tasks."
MCDONALD202239,Undergraduate structural biology education: A shift from users to developers of computation and simulation tools,"the use of theory and simulation in undergraduate education in biochemistry, molecular biology, and structural biology is now common, but the skills students need and the curriculum instructors have to train their students are evolving. the global pandemic and the immediate switch to remote instruction forced instructors to reconsider how they can use computation to teach concepts previously approached with other instructional methods. in this review, we survey some of the curricula, materials, and resources for instructors who want to include theory, simulation, and computation in the undergraduate curriculum. there has been a notable progression from teaching students to use discipline-specific computational tools to developing interactive computational tools that promote active learning to having students write code themselves, such that they view computation as another tool for solving problems. we are moving toward a future where computational skills, including programming, data analysis, visualization, and simulation, will no longer be considered an optional bonus for students but a required skill for the 21st century stem (science, technology, engineering, and mathematics) workforce; therefore, all physical and life science students should learn to program in the undergraduate curriculum."
GUO2024e36067,RETRACTED: The analysis of teaching quality evaluation for the college sports dance by convolutional neural network model and deep learning,"this article has been retracted: please see elsevier policy on article withdrawal (https:www.elsevier.comaboutpolicies-and-standardsarticle-withdrawal). this article has been retracted at the request of the editor. a post-publication investigation conducted by the editor could not confirm whether participants provided informed consent and whether ethical approval was given for the research presented in this publication, in line with the journals policies. additionally, the editor identified references that are irrelevant to the article. the authors were asked to comment on these issues but did not respond. consequently, the editor no longer has confidence in the integrity and findings of the article and has decided to retract it. the scientific community takes a very strong view on these matters, and we offer our apologies to the readers of the journal that these issues were not detected during the submission process. the authors have not responded to the retraction notice."
MOHAMED2025102473,Hands-on analysis of using large language models for the auto evaluation of programming assignments,"the increasing adoption of programming education necessitates efficient and accurate methods for evaluating students coding assignments. traditional manual grading is time-consuming, often inconsistent, and prone to subjective biases. this paper explores the application of large language models (llms) for the automated evaluation of programming assignments. llms can use advanced natural language processing capabilities to assess code quality, functionality, and adherence to best practices, providing detailed feedback and grades. we demonstrate the effectiveness of llms through experiments comparing their performance with human evaluators across various programming tasks. our study evaluates the performance of several llms for automated grading. gemini 1.5 pro achieves an exact match accuracy of 86 and a 1 accuracy of 98. gpt-4o also demonstrates strong performance, with exact match and 1 accuracies of 69 and 97, respectively. both models correlate highly with human evaluations, indicating their potential for reliable automated grading. however, models such as llama 3 70b and mixtral 8 7b exhibit low accuracy and alignment with human grading, particularly in problem-solving tasks. these findings suggest that advanced llms are instrumental in scalable, automated educational assessment. additionally, llms enhance the learning experience by offering personalized, instant feedback, fostering an iterative learning process. the findings suggest that llms could play a pivotal role in the future of programming education, ensuring scalability and consistency in evaluation."
